step,epoch,train_loss,val_loss,lr,epoch_time_sec,train_acc@1,val_acc@1,train_mrr@1,val_mrr@1,train_ndcg@1,val_ndcg@1,train_acc@5,val_acc@5,train_mrr@5,val_mrr@5,train_ndcg@5,val_ndcg@5,train_acc@10,val_acc@10,train_mrr@10,val_mrr@10,train_ndcg@10,val_ndcg@10,train_rr_acc@1,val_rr_acc@1,train_rr_mrr@1,val_rr_mrr@1,train_rr_ndcg@1,val_rr_ndcg@1,train_rr_acc@5,val_rr_acc@5,train_rr_mrr@5,val_rr_mrr@5,train_rr_ndcg@5,val_rr_ndcg@5,train_rr_acc@10,val_rr_acc@10,train_rr_mrr@10,val_rr_mrr@10,train_rr_ndcg@10,val_rr_ndcg@10,train_cand_hit_rate,val_cand_hit_rate,context_mode
352,10,1.630405530333519,1.1434376023032449,0.0001,4.681445121765137,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.22344970703125,0.2275517454201525,0.1283721942891134,0.11900340037589724,0.1516024813754484,0.1453382466200062,0.30169677734375,0.2932832796465267,0.139653304067906,0.12836050452791492,0.1777190022112336,0.1671559712426229,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.22314453125,0.22719663178378885,0.12826436331670266,0.1189323773776943,0.15144386410247535,0.14520087010565808,0.302001953125,0.2932832796465267,0.1396268556418363,0.12834866758732294,0.17775730820721947,0.1671450879763473,0.7983719678595662,0.7823660698803988,none
384,11,1.5092743486166,1.963347695090554,0.0001,4.578460454940796,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.2516800733283162,0.2462966726584868,0.1356484970456222,0.12301872145723212,0.16390115300600883,0.1528113326269456,0.31570274010300636,0.2932832796465267,0.1444954829494236,0.12923391509420154,0.18488856923067942,0.16793286089192738,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.2508255811408162,0.2462966726584868,0.13543894213216845,0.12297433191402392,0.1635382983222371,0.1527744048402052,0.31570274010300636,0.2932832796465267,0.14442834448709618,0.12918952622831884,0.1848300898564048,0.1678959351371635,0.8050247989594936,0.7823660698803988,none
416,12,1.3392245173454285,0.9283244826576926,0.0001,4.416615724563599,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.25411826686467975,0.2462966726584868,0.13643847378261853,0.12449371388753537,0.1650862705282634,0.15403835052116352,0.30250308383256197,0.2932832796465267,0.14278227151953615,0.13080692815128714,0.18060891650384292,0.16926543320402165,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.25411826686467975,0.2462966726584868,0.13637947438110132,0.12453810207609256,0.1650370539719006,0.15407527627592738,0.30250308383256197,0.2932832796465267,0.14272327165235765,0.13085131667850708,0.18055969948181883,0.16930236099076204,0.7952206265181303,0.7823660698803988,none
448,13,1.1912357434630394,0.9957565827803179,0.0001,4.396695613861084,0.09625565353780985,0.07314326309344986,0.09625565353780985,0.07314326309344986,0.09625565353780985,0.07314326309344986,0.2765278071165085,0.2462966726584868,0.15164950622420292,0.12444932366700166,0.1820674592454452,0.15400142476639964,0.3282534945756197,0.2918070216070522,0.15838965409784578,0.13062280540841378,0.19862147016101517,0.1688102741133083,0.09625565353780985,0.07314326309344986,0.09625565353780985,0.07314326309344986,0.09625565353780985,0.07314326309344986,0.2765278071165085,0.2462966726584868,0.15161898841324728,0.12444932366700166,0.18204207209055312,0.15400142476639964,0.3282534945756197,0.2918070216070522,0.15835913628689013,0.13062280540841378,0.19859608067781664,0.1688102741133083,0.8106271848082542,0.7823660698803988,none
480,14,1.2072435691952705,1.5334108959544788,0.0001,4.406300067901611,0.08575118216685951,0.07314326309344986,0.08575118216685951,0.07314326309344986,0.08575118216685951,0.07314326309344986,0.2569194594398141,0.2462966726584868,0.1407737904592068,0.12765650177607313,0.1692793106121826,0.1567985765127973,0.3114848891273141,0.2951806011525067,0.14780431341205258,0.13416980957845226,0.18666246635257266,0.17258517444133759,0.08575118216685951,0.07314326309344986,0.08575118216685951,0.07314326309344986,0.08575118216685951,0.07314326309344986,0.2569194594398141,0.2462966726584868,0.14077582295431057,0.12774528289446607,0.16928086731786607,0.15687242937697607,0.3114848891273141,0.2951806011525067,0.14780634532507975,0.13425612455466762,0.1866640202642884,0.17265646430579099,0.8015233092010021,0.7823660698803988,none
512,15,0.9659901112318039,0.5596995787187056,0.0001,4.415630102157593,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.26182154566049576,0.2462966726584868,0.14454158648732118,0.13049175240501593,0.17356086448853603,0.15912087363275615,0.31502814032137394,0.29162946478887036,0.15151870614499785,0.1368201041318984,0.19063691765768453,0.17405523367183792,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.26182154566049576,0.2462966726584868,0.14453141295234673,0.13050654722610489,0.1735533445244073,0.15913317521864717,0.31502814032137394,0.29162946478887036,0.1515076877840329,0.1368348989529874,0.19062851596390828,0.17406753525772894,0.8109773341566324,0.7823660698803988,none
544,16,0.9595139622688293,1.5811325203288684,0.0001,4.411610841751099,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.25341796875,0.2462966726584868,0.14144694255628565,0.13015143494439227,0.1691595557203982,0.1588377637619322,0.30999755859375,0.29535815797068854,0.14902389855706133,0.13704289349367504,0.18747461994644254,0.1750403195619583,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.25341796875,0.2462966726584868,0.14145711457786092,0.13024021470813418,0.1691684898978565,0.158911620690064,0.30999755859375,0.29535815797068854,0.14903322586906143,0.13713167122544043,0.1874826723942533,0.17511417242613705,0.7948704771697521,0.7823660698803988,none
576,17,0.8368231356143951,0.8519062995910645,0.0001,4.414246082305908,0.08610133128240705,0.07314326309344986,0.08610133128240705,0.07314326309344986,0.08610133128240705,0.07314326309344986,0.2667236328125,0.2462966726584868,0.14713252997898962,0.12943190268494867,0.17670690442901105,0.15810492394534362,0.3265220243483782,0.2951806011525067,0.15504803882504348,0.13635739447040993,0.19596956600435078,0.17430997568986972,0.08610133128240705,0.07314326309344986,0.08610133128240705,0.07314326309344986,0.08610133128240705,0.07314326309344986,0.2667236328125,0.2462966726584868,0.1471223566768458,0.12943190268494867,0.17669891368132085,0.15810492394534362,0.3265220243483782,0.2951806011525067,0.15503871419059578,0.13635739447040993,0.19596245721913874,0.17430997568986972,0.8116776309907436,0.7823660698803988,none
608,18,0.8680171817541122,0.6005751436406915,0.0001,4.418131113052368,0.08470073499483988,0.07314326309344986,0.08470073499483988,0.07314326309344986,0.08470073499483988,0.07314326309344986,0.2558690120931715,0.2462966726584868,0.143472504496458,0.12943190268494867,0.1712311491719447,0.15810492394534362,0.319695723708719,0.29553571478887036,0.15190698963124305,0.1366332539103248,0.1917856334184762,0.17465887960596857,0.08470073499483988,0.07314326309344986,0.08470073499483988,0.07314326309344986,0.08470073499483988,0.07314326309344986,0.2558690120931715,0.2462966726584868,0.143472504496458,0.12943190268494867,0.1712311491719447,0.15810492394534362,0.319695723708719,0.29553571478887036,0.1519056333345361,0.1366374817761508,0.1917841729882639,0.1746629415270449,0.8001227136701345,0.7823660698803988,none
640,19,0.7357648760080338,1.3741638443686746,0.0001,4.429676294326782,0.09030311973765492,0.07314326309344986,0.09030311973765492,0.07314326309344986,0.09030311973765492,0.07314326309344986,0.27127557061612606,0.2462966726584868,0.15413036846439354,0.13386998528783972,0.1831887305888813,0.16179687425028533,0.3411736749112606,0.3104504875161431,0.16352390364045277,0.14238722436130047,0.20586165692657232,0.1824971515029161,0.09030311973765492,0.07314326309344986,0.09030311973765492,0.07314326309344986,0.09030311973765492,0.07314326309344986,0.27127557061612606,0.2462966726584868,0.15413036846439354,0.13386998528783972,0.1831887305888813,0.16179687425028533,0.3411736749112606,0.3104504875161431,0.16352390364045277,0.14238722436130047,0.20586165692657232,0.1824971515029161,0.8081761412322521,0.7823660698803988,none
672,20,0.8182650282979012,1.2102011333812366,0.0001,4.343127727508545,0.08505088405217975,0.07314326309344986,0.08505088405217975,0.07314326309344986,0.08505088405217975,0.07314326309344986,0.2604209501296282,0.2462966726584868,0.1474483574857004,0.13315890602428804,0.1755394478168455,0.16120534691832622,0.3385459501296282,0.3104504875161431,0.157645297338604,0.14175111952830444,0.20057583229936427,0.1819863545983522,0.08505088405217975,0.07314326309344986,0.08505088405217975,0.07314326309344986,0.08505088405217975,0.07314326309344986,0.2604209501296282,0.2462966726584868,0.14743818511487916,0.13315890602428804,0.17553145520651015,0.16120534691832622,0.3385459501296282,0.3104504875161431,0.15763512496778276,0.14175111952830444,0.20056784155167406,0.1819863545983522,0.8064253963530064,0.7823660698803988,none
704,21,0.6492159888148308,0.7345461845397949,0.0001,4.403114318847656,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.25341796875,0.2462966726584868,0.1435577412485145,0.12943190268494867,0.17079349495179486,0.15810492394534362,0.33578330592717975,0.3104504875161431,0.15421960100866272,0.1380162232301452,0.19709929890814237,0.17887743119023403,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.25341796875,0.2462966726584868,0.14356791315367445,0.12943190268494867,0.17080148663080763,0.15810492394534362,0.33578330592717975,0.3104504875161431,0.15422977384514525,0.1380162232301452,0.19710728965583257,0.17887743119023403,0.8085262905806303,0.7823660698803988,none
736,22,0.6237892284989357,0.357934214852073,0.0001,4.378579378128052,0.08525005140108988,0.07314326309344986,0.08525005140108988,0.07314326309344986,0.08525005140108988,0.07314326309344986,0.2593705025501549,0.2462966726584868,0.14536898520600516,0.12943190268494867,0.17354427570535336,0.15810492394534362,0.34442138671875,0.3327922089533372,0.15634105543722399,0.14025039341173728,0.20067191502312198,0.18533563836139033,0.08477783203125,0.07314326309344986,0.08477783203125,0.07314326309344986,0.08477783203125,0.07314326309344986,0.2593705025501549,0.2462966726584868,0.14513287537556607,0.12943190268494867,0.17336999463441316,0.15810492394534362,0.344482421875,0.3327922089533372,0.1561110498441849,0.14025039341173728,0.20051527704345062,0.18533563836139033,0.8011731598526239,0.7823660698803988,none
768,23,0.7994041815400124,0.3497968153520064,0.0001,4.416707992553711,0.0885009765625,0.07314326309344986,0.0885009765625,0.07314326309344986,0.0885009765625,0.07314326309344986,0.2558690120931715,0.2462966726584868,0.14560392012208467,0.13194729320027612,0.1728337788663339,0.16019742627924477,0.34543328545987606,0.3341010565107519,0.15703904144174885,0.1428966703083874,0.20127786457305774,0.18780648185532878,0.087890625,0.07314326309344986,0.087890625,0.07314326309344986,0.087890625,0.07314326309344986,0.2558690120931715,0.2462966726584868,0.14529874434083467,0.13194729320027612,0.17260851614992134,0.16019742627924477,0.34543328545987606,0.3341010565107519,0.15673386566049885,0.1428966703083874,0.20105260092532262,0.18780648185532878,0.8078259918838739,0.7823660698803988,none
800,24,0.8726842179894447,0.32263261621648615,0.0001,4.408154010772705,0.08441162109375,0.07314326309344986,0.08441162109375,0.07314326309344986,0.08441162109375,0.07314326309344986,0.26497288793325424,0.2462966726584868,0.14655419242626522,0.13265582961453634,0.17583780697896145,0.16078684645154598,0.35423519741743803,0.318318791010163,0.15796157145814504,0.14202365211465143,0.20419789955485612,0.18383022225250237,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.26497288793325424,0.2462966726584868,0.14652367484814022,0.13265582961453634,0.17581528061418794,0.16078684645154598,0.35423519741743803,0.318318791010163,0.15793105388002004,0.14202365211465143,0.20417537272442132,0.18383022225250237,0.8095767367631197,0.7823660698803988,none
832,25,0.48203718662261963,0.562554186040705,0.0001,4.408686399459839,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.2548185649793595,0.2462966726584868,0.1417116962329601,0.13620358486977321,0.1696954857907258,0.16357388432053002,0.3377781917806715,0.3188514614647085,0.15249499346828088,0.14562072593782266,0.19623492148821242,0.18676698885180734,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.2548185649793595,0.2462966726584868,0.14166083344753133,0.13620358486977321,0.16965552972396836,0.16357388432053002,0.3377781917806715,0.3188514614647085,0.1524441316141747,0.14562072593782266,0.1961949649557937,0.18676698885180734,0.8053749483078718,0.7823660698803988,none
864,26,0.37288644909858704,0.6281809373335405,0.0001,4.392539739608765,0.08505088405217975,0.07314326309344986,0.08505088405217975,0.07314326309344986,0.08505088405217975,0.07314326309344986,0.26532303635030985,0.2462966726584868,0.14878749082527065,0.13620358486977321,0.17769885723828338,0.16357388432053002,0.35225958563387394,0.318318791010163,0.15991291552927578,0.1458252142342231,0.2053280643594917,0.18686787987297232,0.08505088405217975,0.07314326309344986,0.08505088405217975,0.07314326309344986,0.08505088405217975,0.07314326309344986,0.26532303635030985,0.2462966726584868,0.14878749082527065,0.13620358486977321,0.17769885723828338,0.16357388432053002,0.35225958563387394,0.318318791010163,0.15991291552927578,0.1458252142342231,0.2053280643594917,0.18686787987297232,0.8064253963530064,0.7823660698803988,none
896,27,0.3004007935523987,0.419910344210538,0.0001,4.413108825683594,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.26182154566049576,0.2462966726584868,0.14703090925104334,0.13620358486977321,0.17550676547398325,0.16357388432053002,0.3521953383460641,0.318318791010163,0.15859073233150411,0.14584987531733615,0.2042270512902178,0.18689388036727905,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.26182154566049576,0.2462966726584868,0.14703090925104334,0.13620358486977321,0.17550676547398325,0.16357388432053002,0.3521953383460641,0.318318791010163,0.15859073209867347,0.14584987531733615,0.2042270512902178,0.18689388036727905,0.8050247989594936,0.7823660698803988,none
928,28,0.2855115830898285,0.44095672260631213,0.0001,4.418121576309204,0.08610133128240705,0.07314326309344986,0.08610133128240705,0.07314326309344986,0.08610133128240705,0.07314326309344986,0.26217169500887394,0.2462966726584868,0.14854822045890614,0.13620358486977321,0.17675650466117077,0.16357388432053002,0.3550575654953718,0.318318791010163,0.16043883245947654,0.14591223193565384,0.20628781174309552,0.1869539970701391,0.08610133128240705,0.07314326309344986,0.08610133128240705,0.07314326309344986,0.08610133128240705,0.07314326309344986,0.26217169500887394,0.2462966726584868,0.14854822045890614,0.13620358486977321,0.17675650466117077,0.16357388432053002,0.3550575654953718,0.318318791010163,0.16044137543576653,0.1459097654548135,0.20629045483656228,0.18695143407041376,0.8085262905806303,0.7823660698803988,none
960,29,0.3756656274199486,0.5973623882640492,0.0001,4.391650438308716,0.09205386508256197,0.07314326309344986,0.09205386508256197,0.07314326309344986,0.09205386508256197,0.07314326309344986,0.26742393150925636,0.2462966726584868,0.15556871471017075,0.13620358486977321,0.18339903272863012,0.16357388432053002,0.35512823797762394,0.3183086446740411,0.16667206503916532,0.14577084768627008,0.21116255766537506,0.18681323189627042,0.09205386508256197,0.07314326309344986,0.09205386508256197,0.07314326309344986,0.09205386508256197,0.07314326309344986,0.26742393150925636,0.2462966726584868,0.15556871471017075,0.13620358486977321,0.18339903272863012,0.16357388432053002,0.35500616766512394,0.3183086446740411,0.16666155320126563,0.14577084836359558,0.21112903331231792,0.18681323189627042,0.8085262905806303,0.7823660698803988,none
992,30,0.5801732167601585,1.061324423009699,0.0001,4.393564224243164,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.2537681178073399,0.2462966726584868,0.14488916299887933,0.13620358486977321,0.17194012520485558,0.16357388432053002,0.3411704615573399,0.3132254467769103,0.15609572391258553,0.14519002649996599,0.19974497106159106,0.1852660629559647,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.2537681178073399,0.2462966726584868,0.14488916299887933,0.13620358486977321,0.17194012520485558,0.16357388432053002,0.3412314967135899,0.31304788995872845,0.15610199799994007,0.14517227396771143,0.19976276467787102,0.18521473895419727,0.7962710736319423,0.7823660698803988,none
1024,31,0.5312505438923836,0.2551605051214045,0.0001,4.38493275642395,0.09520520642399788,0.07314326309344986,0.09520520642399788,0.07314326309344986,0.09520520642399788,0.07314326309344986,0.27337646484375,0.2462966726584868,0.1600506212325854,0.13620358486977321,0.18826296192855807,0.16357388432053002,0.35903770104050636,0.31139407510107214,0.17105376143808826,0.14484573652523317,0.21553318186488468,0.18456943807276813,0.09520520642399788,0.07314326309344986,0.09520520642399788,0.07314326309344986,0.09520520642399788,0.07314326309344986,0.27337646484375,0.2462966726584868,0.1600506212325854,0.13620358486977321,0.18826296192855807,0.16357388432053002,0.35922080650925636,0.31139407510107214,0.17106860800049617,0.14484573652523317,0.21558252845716197,0.18456943807276813,0.8120277803391218,0.7823660698803988,none
1056,32,0.43820808082818985,0.9905012737620961,0.0001,4.375895977020264,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.2548185649793595,0.2462966726584868,0.14675432680814993,0.1403169777582992,0.1736570995853981,0.1668052802560851,0.3337980571668595,0.3604454140771519,0.15678200882393867,0.1542773163792762,0.19868369289906695,0.20242700014602055,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.0843505859375,0.07314326309344986,0.2548185649793595,0.2462966726584868,0.14681536219723057,0.14064250005917114,0.17370504733116832,0.16706100179263475,0.3338590923231095,0.3602678572589701,0.15684771840460598,0.15458508259193462,0.1987478916416876,0.202631394632838,0.8053749483078718,0.7823660698803988,none
1088,33,0.2960130423307419,1.1015580784190784,0.0001,4.379112958908081,0.08598247327608988,0.09445008127526804,0.08598247327608988,0.09445008127526804,0.08598247327608988,0.09445008127526804,0.25411826686467975,0.2462966726584868,0.15268892578023952,0.14330923870544543,0.17811507078295108,0.16865056194365025,0.3475020555779338,0.3579139614647085,0.1645043820462888,0.15795671194791794,0.20765115253743716,0.20450706847689368,0.08598247327608988,0.09391741082072258,0.08598247327608988,0.09391741082072258,0.08598247327608988,0.09391741082072258,0.25411826686467975,0.2462966726584868,0.15264823559846263,0.1430429034781727,0.17808310453256126,0.16845396686006675,0.3472129423171282,0.3579139614647085,0.164433423182345,0.15765338407998736,0.20753415519720875,0.20427203246138312,0.8050247989594936,0.7823660698803988,none
1120,34,0.3507209047675133,0.21205971457741477,0.0001,4.4061338901519775,0.11419998994097114,0.06711647727272728,0.11419998994097114,0.06711647727272728,0.11419998994097114,0.06711647727272728,0.26595908775925636,0.22085024416446686,0.16521788666432258,0.12455315185202794,0.19011947297258303,0.1487185059284622,0.36422247625887394,0.31606635586781934,0.17762531572952867,0.1371196280233562,0.22118578932713717,0.1793600373308767,0.11384984059259295,0.06747159090909091,0.11384984059259295,0.06747159090909091,0.11384984059259295,0.06747159090909091,0.26595908775925636,0.22085024416446686,0.16503264008497354,0.12473070867020976,0.1899822535342537,0.14884956841441718,0.36416144110262394,0.31606635586781934,0.17742941132746637,0.13729225323450836,0.22102625051047653,0.17948597246273,0.8071256931871176,0.7823660698803988,none
